TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK
1610612746,Los Angeles,Clippers,2014-15,82,56,26,0.683,3,2,7,7,15,5,N/A,39.4,83.3,0.473,10.1,26.9,0.376,17.9,25.2,0.71,9.6,33.1,42.6,24.8,21.3,7.8,12.3,5.0,106.7,2
1610612746,LA,Clippers,2015-16,82,53,29,0.646,4,2,2,4,15,5,N/A,38.3,82.4,0.465,9.7,26.7,0.364,18.2,26.2,0.692,8.8,33.3,42.0,22.8,21.3,8.6,13.0,5.6,104.5,7
1610612746,LA,Clippers,2016-17,82,51,31,0.622,4,2,3,4,15,5,N/A,39.5,83.2,0.475,10.3,27.4,0.375,19.3,26.0,0.745,9.0,34.0,43.0,22.5,19.8,7.5,13.0,4.2,108.7,6
1610612746,LA,Clippers,2017-18,82,42,40,0.512,10,2,0,0,15,5,N/A,40.3,85.4,0.471,9.5,26.8,0.354,19.0,25.5,0.743,10.1,33.7,43.9,22.3,20.0,7.7,14.7,4.5,109.0,9
1610612746,LA,Clippers,2018-19,75,45,30,0.6,6,2,0,0,15,5,N/A,41.1,87.6,0.469,9.9,25.6,0.386,22.7,28.6,0.795,9.9,35.7,45.6,23.6,23.3,6.8,14.4,4.7,114.8,5
