TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK
1610612739,Cleveland,Cavaliers,2014-15,82,53,29,0.646,2,1,14,6,15,5,FINALS APPEARANCE,37.7,82.2,0.458,10.1,27.5,0.367,17.7,23.6,0.751,11.1,31.9,43.0,22.1,18.4,7.4,14.3,4.1,103.1,8
1610612739,Cleveland,Cavaliers,2015-16,82,57,25,0.695,1,1,16,5,15,5,LEAGUE CHAMPION,38.7,84.0,0.46,10.7,29.6,0.362,16.3,21.7,0.748,10.6,33.9,44.5,22.7,20.3,6.7,13.6,3.9,104.3,8
1610612739,Cleveland,Cavaliers,2016-17,82,51,31,0.622,2,1,13,5,15,5,FINALS APPEARANCE,39.9,84.9,0.47,13.0,33.9,0.384,17.5,23.3,0.748,9.3,34.4,43.7,22.7,18.1,6.6,13.7,4.0,110.3,4
1610612739,Cleveland,Cavaliers,2017-18,82,50,32,0.61,4,1,12,10,15,5,FINALS APPEARANCE,40.4,84.8,0.476,12.0,32.1,0.372,18.1,23.3,0.779,8.5,33.7,42.1,23.4,18.6,7.1,13.7,3.8,110.9,5
1610612739,Cleveland,Cavaliers,2018-19,82,19,63,0.232,14,5,0,0,15,5,N/A,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,0.792,10.7,31.9,42.7,20.7,20.0,6.5,13.5,2.4,104.5,29
