PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1628035,2017-18,00,1610612761,TOR,25.0,14,0,53.0,8,15,0.533,3,9,0.333,2,3,0.667,1,6,7,1,1,1,3,8,21
1628035,2018-19,00,1610612744,GSW,26.0,48,1,677.0,96,196,0.49,28,80,0.35,16,31,0.516,61,108,169,19,10,10,22,92,236
