PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
203954,2016-17,00,1610612755,PHI,23.0,31,31,786.0,200,429,0.466,36,98,0.367,191,244,0.783,61,182,243,66,27,76,117,112,627
203954,2017-18,00,1610612755,PHI,24.0,63,63,1912.0,510,1056,0.483,66,214,0.308,359,467,0.769,143,547,690,199,40,111,234,209,1445
203954,2018-19,00,1610612755,PHI,24.0,54,54,1822.0,483,1002,0.482,64,217,0.295,443,546,0.811,134,594,728,188,32,105,194,182,1473
