PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1626203,2016-17,00,1610612766,CHA,23.0,27,1,189.0,19,40,0.475,9,15,0.6,10,15,0.667,5,17,22,6,6,1,3,18,57
1626203,2017-18,00,1610612766,CHA,24.0,63,2,1050.0,96,221,0.434,40,97,0.412,41,59,0.695,42,79,121,59,33,2,27,109,273
1626203,2018-19,00,1610612751,BKN,25.0,20,14,455.0,37,111,0.333,20,72,0.278,14,18,0.778,14,46,60,21,8,5,14,51,108
