PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1628392,2018-19,00,1610612745,HOU,20.0,27,0,220.0,20,41,0.488,2,6,0.333,11,14,0.786,21,26,47,14,7,12,13,56,53
